generation,fe,point_id,makespan,energy
0,100,1,85.0,5809.0
1,200,1,85.0,5809.0
2,300,1,85.0,5809.0
3,400,1,85.0,5809.0
4,500,1,85.0,5809.0
5,600,1,79.0,5991.0
5,600,2,85.0,5809.0
5,600,3,86.0,5800.0
6,700,1,79.0,5991.0
6,700,2,85.0,5809.0
6,700,3,86.0,5800.0
6,700,4,91.0,5731.0
7,800,1,79.0,5991.0
7,800,2,83.0,5975.0
7,800,3,85.0,5805.0
7,800,4,86.0,5800.0
7,800,5,91.0,5731.0
8,900,1,74.0,5861.0
8,900,2,80.0,5695.0
9,1000,1,74.0,5861.0
9,1000,2,79.0,5786.0
9,1000,3,80.0,5695.0
10,1100,1,74.0,5856.0
10,1100,2,79.0,5730.0
10,1100,3,80.0,5695.0
11,1200,1,74.0,5856.0
11,1200,2,79.0,5730.0
11,1200,3,80.0,5695.0
11,1200,4,85.0,5694.0
12,1300,1,74.0,5739.0
12,1300,2,79.0,5730.0
12,1300,3,80.0,5695.0
12,1300,4,85.0,5694.0
13,1400,1,74.0,5714.0
13,1400,2,80.0,5691.0
14,1500,1,74.0,5714.0
14,1500,2,80.0,5691.0
15,1600,1,74.0,5714.0
15,1600,2,75.0,5674.0
16,1700,1,74.0,5714.0
16,1700,2,75.0,5673.0
17,1800,1,74.0,5714.0
17,1800,2,75.0,5673.0
18,1900,1,74.0,5714.0
18,1900,2,75.0,5673.0
19,2000,1,74.0,5714.0
19,2000,2,75.0,5673.0
20,2100,1,74.0,5714.0
20,2100,2,75.0,5673.0
21,2200,1,74.0,5714.0
21,2200,2,75.0,5673.0
22,2300,1,74.0,5714.0
22,2300,2,75.0,5673.0
23,2400,1,74.0,5714.0
23,2400,2,75.0,5673.0
24,2500,1,74.0,5714.0
24,2500,2,75.0,5673.0
25,2600,1,74.0,5714.0
25,2600,2,75.0,5673.0
26,2700,1,74.0,5714.0
26,2700,2,75.0,5673.0
27,2800,1,74.0,5714.0
27,2800,2,75.0,5673.0
28,2900,1,74.0,5714.0
28,2900,2,75.0,5673.0
29,3000,1,74.0,5714.0
29,3000,2,75.0,5673.0
30,3100,1,74.0,5714.0
30,3100,2,75.0,5673.0
31,3200,1,74.0,5714.0
31,3200,2,75.0,5673.0
32,3300,1,74.0,5714.0
32,3300,2,75.0,5673.0
33,3400,1,74.0,5714.0
33,3400,2,75.0,5673.0
34,3500,1,74.0,5714.0
34,3500,2,75.0,5673.0
35,3600,1,74.0,5714.0
35,3600,2,75.0,5673.0
36,3700,1,74.0,5714.0
36,3700,2,75.0,5673.0
37,3800,1,74.0,5714.0
37,3800,2,75.0,5673.0
38,3900,1,74.0,5714.0
38,3900,2,75.0,5673.0
39,4000,1,74.0,5714.0
39,4000,2,75.0,5673.0
40,4100,1,74.0,5714.0
40,4100,2,75.0,5673.0
41,4200,1,74.0,5714.0
41,4200,2,75.0,5673.0
42,4300,1,74.0,5714.0
42,4300,2,75.0,5673.0
43,4400,1,74.0,5714.0
43,4400,2,75.0,5673.0
44,4500,1,74.0,5714.0
44,4500,2,75.0,5673.0
45,4600,1,74.0,5714.0
45,4600,2,75.0,5673.0
46,4700,1,74.0,5714.0
46,4700,2,75.0,5673.0
47,4800,1,74.0,5714.0
47,4800,2,75.0,5673.0
48,4900,1,74.0,5714.0
48,4900,2,75.0,5673.0
49,5000,1,74.0,5714.0
49,5000,2,75.0,5673.0
50,5100,1,74.0,5714.0
50,5100,2,75.0,5673.0
51,5200,1,74.0,5714.0
51,5200,2,75.0,5673.0
52,5300,1,74.0,5714.0
52,5300,2,75.0,5673.0
53,5400,1,74.0,5714.0
53,5400,2,75.0,5673.0
54,5500,1,74.0,5714.0
54,5500,2,75.0,5673.0
55,5600,1,74.0,5714.0
55,5600,2,75.0,5673.0
56,5700,1,74.0,5714.0
56,5700,2,75.0,5673.0
57,5800,1,74.0,5714.0
57,5800,2,75.0,5673.0
58,5900,1,74.0,5714.0
58,5900,2,75.0,5673.0
59,6000,1,74.0,5714.0
59,6000,2,75.0,5673.0
60,6100,1,74.0,5714.0
60,6100,2,75.0,5673.0
61,6200,1,74.0,5714.0
61,6200,2,75.0,5673.0
62,6300,1,74.0,5714.0
62,6300,2,75.0,5673.0
63,6400,1,74.0,5714.0
63,6400,2,75.0,5673.0
64,6500,1,74.0,5714.0
64,6500,2,75.0,5673.0
65,6600,1,74.0,5714.0
65,6600,2,75.0,5673.0
66,6700,1,74.0,5714.0
66,6700,2,75.0,5673.0
67,6800,1,74.0,5714.0
67,6800,2,75.0,5673.0
68,6900,1,74.0,5714.0
68,6900,2,75.0,5673.0
69,7000,1,74.0,5714.0
69,7000,2,75.0,5673.0
70,7100,1,74.0,5714.0
70,7100,2,75.0,5673.0
71,7200,1,74.0,5714.0
71,7200,2,75.0,5673.0
72,7300,1,74.0,5714.0
72,7300,2,75.0,5673.0
73,7400,1,74.0,5714.0
73,7400,2,75.0,5673.0
74,7500,1,74.0,5714.0
74,7500,2,75.0,5673.0
75,7600,1,74.0,5714.0
75,7600,2,75.0,5673.0
76,7700,1,74.0,5714.0
76,7700,2,75.0,5673.0
77,7800,1,74.0,5714.0
77,7800,2,75.0,5673.0
78,7900,1,74.0,5714.0
78,7900,2,75.0,5673.0
79,8000,1,74.0,5714.0
79,8000,2,75.0,5673.0
80,8100,1,74.0,5714.0
80,8100,2,75.0,5673.0
81,8200,1,74.0,5714.0
81,8200,2,75.0,5673.0
82,8300,1,74.0,5714.0
82,8300,2,75.0,5673.0
83,8400,1,74.0,5714.0
83,8400,2,75.0,5673.0
84,8500,1,74.0,5714.0
84,8500,2,75.0,5673.0
85,8600,1,74.0,5714.0
85,8600,2,75.0,5673.0
86,8700,1,74.0,5714.0
86,8700,2,75.0,5673.0
87,8800,1,74.0,5714.0
87,8800,2,75.0,5673.0
88,8900,1,74.0,5714.0
88,8900,2,75.0,5673.0
89,9000,1,74.0,5714.0
89,9000,2,75.0,5673.0
90,9100,1,74.0,5714.0
90,9100,2,75.0,5673.0
91,9200,1,74.0,5714.0
91,9200,2,75.0,5672.0
92,9300,1,74.0,5714.0
92,9300,2,75.0,5672.0
93,9400,1,74.0,5714.0
93,9400,2,75.0,5672.0
94,9500,1,74.0,5714.0
94,9500,2,75.0,5672.0
95,9600,1,74.0,5714.0
95,9600,2,75.0,5672.0
96,9700,1,74.0,5714.0
96,9700,2,75.0,5672.0
97,9800,1,74.0,5714.0
97,9800,2,75.0,5671.0
98,9900,1,74.0,5714.0
98,9900,2,75.0,5671.0
99,10000,1,74.0,5714.0
99,10000,2,75.0,5671.0
