generation,fe,point_id,makespan,energy
0,100,1,106.0,6567.0
0,100,2,108.0,6133.0
1,200,1,104.0,6334.0
1,200,2,108.0,6133.0
1,200,3,111.0,6045.0
2,300,1,90.0,6373.0
2,300,2,104.0,6334.0
2,300,3,108.0,6133.0
2,300,4,111.0,6045.0
3,400,1,90.0,6373.0
3,400,2,95.0,5993.0
3,400,3,107.0,5989.0
4,500,1,90.0,6373.0
4,500,2,95.0,5993.0
4,500,3,107.0,5989.0
5,600,1,90.0,6373.0
5,600,2,92.0,6003.0
5,600,3,95.0,5993.0
5,600,4,107.0,5989.0
5,600,5,122.0,5916.0
6,700,1,86.0,5857.0
7,800,1,86.0,5857.0
8,900,1,86.0,5857.0
9,1000,1,86.0,5857.0
9,1000,2,120.0,5784.0
10,1100,1,86.0,5857.0
10,1100,2,120.0,5784.0
11,1200,1,84.0,5847.0
11,1200,2,88.0,5804.0
11,1200,3,90.0,5725.0
12,1300,1,82.0,5778.0
12,1300,2,85.0,5771.0
12,1300,3,90.0,5725.0
13,1400,1,82.0,5778.0
13,1400,2,85.0,5771.0
13,1400,3,90.0,5725.0
14,1500,1,76.0,5815.0
14,1500,2,79.0,5768.0
14,1500,3,90.0,5722.0
15,1600,1,76.0,5815.0
15,1600,2,79.0,5768.0
15,1600,3,89.0,5740.0
15,1600,4,90.0,5722.0
16,1700,1,76.0,5815.0
16,1700,2,79.0,5768.0
16,1700,3,89.0,5740.0
16,1700,4,90.0,5722.0
17,1800,1,74.0,5738.0
17,1800,2,90.0,5722.0
18,1900,1,74.0,5738.0
18,1900,2,76.0,5675.0
19,2000,1,74.0,5738.0
19,2000,2,76.0,5675.0
20,2100,1,74.0,5738.0
20,2100,2,76.0,5675.0
21,2200,1,74.0,5738.0
21,2200,2,76.0,5675.0
22,2300,1,74.0,5738.0
22,2300,2,75.0,5667.0
23,2400,1,74.0,5738.0
23,2400,2,75.0,5667.0
24,2500,1,74.0,5738.0
24,2500,2,75.0,5667.0
25,2600,1,74.0,5702.0
25,2600,2,75.0,5667.0
26,2700,1,74.0,5702.0
26,2700,2,75.0,5667.0
27,2800,1,74.0,5702.0
27,2800,2,75.0,5667.0
28,2900,1,74.0,5702.0
28,2900,2,75.0,5667.0
29,3000,1,74.0,5702.0
29,3000,2,75.0,5667.0
30,3100,1,74.0,5702.0
30,3100,2,75.0,5667.0
31,3200,1,74.0,5702.0
31,3200,2,75.0,5667.0
32,3300,1,74.0,5702.0
32,3300,2,75.0,5667.0
33,3400,1,74.0,5702.0
33,3400,2,75.0,5667.0
34,3500,1,74.0,5702.0
34,3500,2,75.0,5667.0
35,3600,1,74.0,5702.0
35,3600,2,75.0,5667.0
36,3700,1,74.0,5676.0
36,3700,2,75.0,5667.0
37,3800,1,74.0,5676.0
37,3800,2,75.0,5667.0
38,3900,1,74.0,5676.0
38,3900,2,75.0,5667.0
39,4000,1,74.0,5676.0
39,4000,2,75.0,5667.0
40,4100,1,74.0,5676.0
40,4100,2,75.0,5667.0
41,4200,1,74.0,5676.0
41,4200,2,75.0,5667.0
42,4300,1,74.0,5676.0
42,4300,2,75.0,5667.0
43,4400,1,74.0,5676.0
43,4400,2,75.0,5667.0
44,4500,1,74.0,5676.0
44,4500,2,75.0,5667.0
45,4600,1,74.0,5676.0
45,4600,2,75.0,5667.0
46,4700,1,74.0,5676.0
46,4700,2,75.0,5667.0
47,4800,1,74.0,5676.0
47,4800,2,75.0,5667.0
48,4900,1,74.0,5676.0
48,4900,2,75.0,5667.0
49,5000,1,74.0,5676.0
49,5000,2,75.0,5667.0
50,5100,1,74.0,5676.0
50,5100,2,75.0,5667.0
51,5200,1,74.0,5676.0
51,5200,2,75.0,5667.0
52,5300,1,74.0,5676.0
52,5300,2,75.0,5667.0
53,5400,1,74.0,5676.0
53,5400,2,75.0,5667.0
54,5500,1,74.0,5676.0
