generation,fe,point_id,makespan,energy
0,50,1,316.0,10932.5
0,50,2,335.0,10726.0
1,180,1,298.0,10820.5
1,180,2,317.0,10682.5
2,310,1,273.0,10936.5
2,310,2,291.0,10466.5
2,310,3,294.0,10272.0
3,440,1,266.0,10894.5
3,440,2,268.0,10000.5
3,440,3,298.0,9967.5
4,570,1,266.0,10894.5
4,570,2,267.0,10243.0
4,570,3,268.0,10000.5
4,570,4,298.0,9967.5
5,700,1,252.0,10153.0
5,700,2,266.0,9773.0
6,830,1,252.0,10153.0
6,830,2,255.0,9666.5
7,960,1,234.0,9764.5
7,960,2,247.0,9705.0
7,960,3,251.0,9650.0
8,1090,1,234.0,9764.5
8,1090,2,247.0,9705.0
8,1090,3,251.0,9650.0
9,1220,1,230.0,9740.5
9,1220,2,236.0,9646.5
9,1220,3,242.0,9582.0
10,1350,1,224.0,9261.5
11,1480,1,218.0,9431.0
11,1480,2,224.0,9261.5
12,1610,1,218.0,9431.0
12,1610,2,224.0,9261.5
13,1740,1,209.0,9223.0
14,1870,1,209.0,9223.0
15,2000,1,200.0,9344.5
15,2000,2,208.0,9214.0
15,2000,3,216.0,9212.0
16,2130,1,198.0,9256.0
16,2130,2,208.0,9214.0
16,2130,3,216.0,9212.0
16,2130,4,224.0,9139.0
17,2260,1,198.0,9254.5
17,2260,2,208.0,9214.0
17,2260,3,211.0,9046.0
18,2390,1,198.0,9254.5
18,2390,2,202.0,9170.5
18,2390,3,206.0,9155.5
18,2390,4,210.0,9098.0
18,2390,5,211.0,9046.0
19,2520,1,194.0,9119.5
19,2520,2,197.0,9009.0
19,2520,3,202.0,8983.0
20,2650,1,189.0,9104.0
20,2650,2,197.0,8970.5
21,2780,1,189.0,9104.0
21,2780,2,191.0,8994.0
21,2780,3,196.0,8976.0
21,2780,4,197.0,8929.5
22,2910,1,189.0,9104.0
22,2910,2,191.0,8994.0
22,2910,3,196.0,8972.5
22,2910,4,197.0,8929.5
23,3040,1,189.0,9104.0
23,3040,2,190.0,8942.5
23,3040,3,195.0,8917.5
24,3170,1,189.0,8982.0
24,3170,2,190.0,8896.5
25,3300,1,189.0,8980.0
25,3300,2,190.0,8896.5
25,3300,3,191.0,8891.5
26,3430,1,178.0,8915.0
26,3430,2,190.0,8883.0
27,3560,1,178.0,8915.0
27,3560,2,180.0,8824.5
28,3690,1,176.0,8903.0
28,3690,2,180.0,8819.0
29,3820,1,176.0,8903.0
29,3820,2,178.0,8863.5
29,3820,3,180.0,8819.0
30,3950,1,176.0,8903.0
30,3950,2,178.0,8863.5
30,3950,3,180.0,8819.0
31,4080,1,174.0,8945.5
31,4080,2,176.0,8903.0
31,4080,3,178.0,8863.5
31,4080,4,180.0,8819.0
32,4210,1,174.0,8945.5
32,4210,2,176.0,8901.0
32,4210,3,178.0,8807.0
33,4340,1,172.0,8766.0
34,4470,1,171.0,8830.5
34,4470,2,172.0,8766.0
35,4600,1,171.0,8830.5
35,4600,2,172.0,8766.0
36,4730,1,171.0,8830.5
36,4730,2,172.0,8766.0
37,4860,1,171.0,8830.5
37,4860,2,172.0,8766.0
38,4990,1,171.0,8830.5
38,4990,2,172.0,8766.0
39,5120,1,170.0,8982.5
39,5120,2,171.0,8830.5
39,5120,3,172.0,8766.0
40,5250,1,169.0,8953.5
40,5250,2,170.0,8928.0
40,5250,3,171.0,8830.5
40,5250,4,172.0,8766.0
41,5380,1,169.0,8953.5
41,5380,2,170.0,8928.0
41,5380,3,171.0,8828.5
41,5380,4,172.0,8766.0
42,5510,1,169.0,8953.5
42,5510,2,170.0,8928.0
42,5510,3,171.0,8828.5
42,5510,4,172.0,8766.0
43,5640,1,168.0,9053.0
43,5640,2,169.0,8951.5
43,5640,3,170.0,8860.0
43,5640,4,171.0,8828.5
43,5640,5,172.0,8766.0
44,5770,1,168.0,9053.0
44,5770,2,169.0,8854.0
44,5770,3,171.0,8828.5
44,5770,4,172.0,8766.0
45,5900,1,168.0,9051.0
45,5900,2,169.0,8854.0
